Name,Input List,Start Frame,Area AVG,Area STD,RG AVG,RG STD,RDF Peak,Coordination at Minimum,backbone_length,mean_charge,sum_charge,max_charge,min_charge,std_charge,mean_length,max_length,std_length,max_S_block,max_E_block,transitions,max_block_size,min_block_size,mean_block_size,std_block_size,blockiness,gini,max_fft_value,mean_fft_value,sum_fft_value,std_fft_value,hydrophobic_ratio,hydrophobic_ratio_weighted,harwoods_blockiness,mayo_lewis
polymer3,"[6, -1, -8, 9, -8, 2, 1, 8, -4, 5, -2, 4]",830.0,12173.05,275.17,17.32,0.14,1.77,4.49,12,1.0,12,9,-8,5.507570547286102,4.833333333333333,9,2.823512391016236,3,2,8,3,1,1.3333333333333333,0.6666666666666666,0.2727272727272727,0.33045977011494254,42.0,17.108745982481295,205.30495178977554,9.126379945352385,0.5833333333333334,0.603448275862069,-0.9636363636363638,1.4000000000000001
polymer4,"[8, -4, -9, -2, -9, 8, -9, 5, 7, -7, 1, 7, -5, -2, 3, -8]",820.0,15421.66,445.83,18.26,0.13,1.83,4.08,16,-1.0,-16,8,-9,6.373774391990981,5.875,9,2.666341125962693,2,4,9,4,1,1.6,0.9165151389911679,0.4,0.2539893617021276,46.88122213208375,23.146862598213325,370.3498015714132,11.41151838536105,0.4375,0.4148936170212766,-0.5407407407407407,0.7777777777777778
polymer5,"[8, -6, 2, -2, 2, 0, 5, 8, -2, 6, 6, -1, -6, 8, 8, 2, 0, -9, 0]",713.0,15922.52,403.4,19.52,0.13,1.55,3.39,19,1.5263157894736843,29,8,-9,5.040555744763318,4.2631578947368425,9,3.0923012255933435,3,2,9,3,1,1.4545454545454546,0.655554777357089,0.4,0.40675763482781035,31.455500750945493,21.970358493826474,417.436811382703,6.656075995115062,0.625,0.6790123456790124,-0.6419753086419753,1.6666666666666667
polymer6,"[4, 1, 1, -8, -1, 6, 8, 9, 1, -9, 5, -7, -4, 6, 7, -2, 6, -6, 5, 7]",701.0,20474.56,428.65,19.69,0.15,1.78,4.01,20,1.45,29,9,-9,5.607807058021879,5.15,9,2.650943228362313,4,2,10,4,1,1.8181818181818181,0.9359663764533636,0.47368421052631576,0.28883495145631066,47.00515100394828,22.178869898406298,443.5773979681259,13.38274000455688,0.65,0.6407766990291263,-0.8045112781954888,1.8571428571428574
polymer7,"[3, -2, 2, 2, -6, -5, 1, -2, 0, 4, -8, 9, -9, -2, -4, 1, -8, -3, -4, 0]",773.0,12447.33,370.32,16.78,0.14,1.74,3.81,20,-1.55,-31,9,-9,4.421255477802657,3.75,9,2.8084693339967237,2,3,11,3,1,1.5,0.7637626158259734,0.35294117647058826,0.4139999999999999,35.0,18.160952409784503,363.21904819569005,10.44891418136557,0.3888888888888889,0.29333333333333333,-0.45748987854251005,0.6363636363636364
polymer8,"[-1, 4, -3, 5, 2, 0, 1, 4, 4, 2, -8, 6, -8, 0, -1]",701.0,9768.81,246.68,16.66,0.12,1.73,4.08,15,0.4666666666666667,7,6,-8,4.112852484049915,3.2666666666666666,8,2.5420901286583493,4,1,6,4,1,1.4444444444444444,0.9558139185602919,0.5,0.435374149659864,28.021193483950057,14.132409841162975,211.98614761744463,7.568024318235242,0.6153846153846154,0.5714285714285714,-0.5306122448979592,1.6000000000000003
polymer10,"[9, -4, 1, 8, -3, 1, 2, 0, -9, 5, 1, 6, -1, 4, -1, 8, -5, 2, 2]",267.0,14222.85,257.55,18.67,0.12,1.46,3.41,19,1.368421052631579,26,9,-9,4.579249838769727,3.789473684210526,9,2.912386385738299,3,1,12,3,1,1.3846153846153846,0.6249260311258432,0.29411764705882354,0.4269005847953218,39.04563186482976,18.203106508546572,345.85902366238486,10.131481305244037,0.6666666666666666,0.6805555555555556,-0.9603174603174601,2.0
polymer11,"[6, -1, 9, -9, -5, 0, -1, -9, -2, -1, 0, 3, 8, 7, -7]",811.0,12202.79,383.78,18.1,0.18,1.89,4.35,15,-0.13333333333333333,-2,9,-9,5.66705880996091,4.533333333333333,9,3.403266404826725,3,4,5,4,1,1.8571428571428572,1.124858267715973,0.5833333333333334,0.42352941176470593,30.637690721349337,19.80750876233986,297.1126314350979,9.469033563665802,0.38461538461538464,0.4852941176470588,-0.28571428571428564,0.6249999999999999
polymer12,"[-9, 4, 1, 9, 5, -3, 0, 5, -5, 0, -1, -2, 6]",783.0,10298.22,269.37,16.94,0.17,1.76,3.94,13,0.7692307692307693,10,9,-9,4.774190968979354,3.8461538461538463,9,2.9311629051165617,4,2,5,4,1,1.5714285714285714,1.049781318335648,0.5,0.4276923076923078,25.932440394911893,16.206147486084486,210.6799173190983,6.431235002647438,0.5454545454545454,0.6,-0.3928571428571429,1.2
polymer14,"[6, -7, -2, -6, -2, -3, 8, 0, 4, 0, 8, 8, 4, -2, -9, 5]",651.0,14027.7,411.6,18.09,0.16,1.89,4.2,16,0.75,12,8,-9,5.379358697837503,4.625,9,2.8476964374736293,3,5,4,5,1,2.0,1.4142135623730951,0.6923076923076923,0.3513513513513513,32.81885031469611,20.294208245795055,324.7073319327209,7.7553279541424995,0.5,0.581081081081081,-0.5407407407407407,1.0
polymer15,"[6, 5, -1, -6, 8, -2, -7, -9, 9, 7, -3, 1]",645.0,12288.91,323.2,17.09,0.13,1.79,4.33,12,0.6666666666666666,8,9,-9,5.9907335852038095,5.333333333333333,9,2.8087165910587863,2,3,6,3,1,1.7142857142857142,0.6998542122237652,0.45454545454545453,0.296875,41.617304093369626,17.40701769397467,208.88421232769602,11.53237768205901,0.5,0.5625,-0.6363636363636364,1.0
polymer16,"[-1, -6, -5, 2, -6, -2, -9, 6, 8, 1, -6, 4, -5, 0, 1, 9, 5, 1, -5, 2]",775.0,14578.95,415.72,18.19,0.16,1.81,4.12,20,-0.3,-6,9,-9,5.000999900019995,4.2,9,2.7313000567495322,4,3,9,4,1,1.9,1.1357816691600549,0.5,0.3654761904761905,40.0,19.246949837342747,384.93899674685497,11.469739402393234,0.5263157894736842,0.4642857142857143,-0.4736842105263158,1.1111111111111112
polymer17,"[0, -4, 0, 4, -1, 9, 4, -4, -2, -7, 8, -3, -2, -2, 2, -5, -7]",722.0,11705.29,357.82,16.28,0.18,1.77,3.72,17,-0.5882352941176471,-10,9,-7,4.5511320315022825,3.764705882352941,9,2.624083296846525,2,3,8,3,1,1.6666666666666667,0.816496580927726,0.42857142857142855,0.3897058823529411,26.244157341230213,18.253933857648715,310.3168755800281,4.979347218319481,0.3333333333333333,0.421875,-0.32812500000000006,0.5
polymer19,"[4, 0, -2, 5, 5, -9, -1, 0, -3, -4, 3, 8, -4, 5, 0]",624.0,11302.16,298.47,16.89,0.13,1.74,3.74,15,0.4666666666666667,7,8,-9,4.3797513881751575,3.533333333333333,9,2.6297443897754693,2,2,6,2,1,1.5,0.5,0.45454545454545453,0.41257861635220117,29.15788645697918,15.305550210443856,229.58325315665783,7.532604646175323,0.5,0.5660377358490566,-0.42857142857142866,1.0
polymer20,"[4, 1, -4, 9, -1, 5, 2, -9, 6, 5, 3, 0, -6, 0, 1, 2, -5, 0, 0]",623.0,12730.23,257.08,17.89,0.09,1.61,4.11,19,0.6842105263157895,13,9,-9,4.304864220353375,3.3157894736842106,9,2.829406327519076,3,1,9,3,1,1.5,0.6708203932499369,0.35714285714285715,0.4761904761904763,32.38155340508192,16.082999709316454,305.5769944770126,10.116181114932994,0.6666666666666666,0.6031746031746031,-0.5246913580246912,2.0
polymer21,"[7, 0, -4, -4, -6, -3, 5, 2, 0, 4, -2, 9, 0, 0, -1, -2]",586.0,9354.94,248.12,16.62,0.14,1.66,3.68,16,0.3125,5,9,-6,4.026765916961153,3.0625,9,2.633171804117612,2,4,5,4,1,1.7142857142857142,1.0301575072754254,0.5454545454545454,0.4783163265306123,24.047237739401613,14.496699238852091,231.94718782163346,7.130617867917569,0.4166666666666667,0.5510204081632653,-0.3575757575757576,0.7142857142857143
polymer22,"[8, -8, 8, -9, -7, 0, 0, -6, -9, 2, 2, -6, 4]",597.0,11657.15,424.17,17.64,0.18,1.92,4.2,13,-1.6153846153846154,-21,8,-9,5.981232977321154,5.3076923076923075,9,3.1957812427447676,2,2,6,2,1,1.375,0.4841229182759271,0.4,0.33444816053511706,32.07345015610796,21.29495912449141,276.8344686183883,6.747200596265096,0.45454545454545453,0.34782608695652173,-0.48958333333333337,0.8333333333333334
polymer23,"[0, 4, -2, 7, -6, -4, 2, -7, 2, 0, 0, 7, 0, -2]",647.0,8669.3,280.06,16.49,0.2,1.73,3.92,14,0.07142857142857142,1,7,-7,4.061391135951285,3.0714285714285716,7,2.658256295132628,1,2,7,2,1,1.1111111111111112,0.3142696805273545,0.2222222222222222,0.48006644518272434,27.013706024461964,12.977422520463955,181.68391528649536,7.911163297856709,0.5,0.5116279069767442,-0.5555555555555556,1.0
polymer24,"[4, -3, -1, 0, 8, -2, -6, 1, -1, -5, 9, -1, 6, -9, -5, -3]",510.0,11489.82,332.65,17.34,0.15,1.76,4.01,16,-0.5,-8,9,-9,4.911720676097125,4.0,9,2.8939592256975564,1,3,9,3,1,1.5,0.6708203932499369,0.35714285714285715,0.408203125,36.0,18.242311101606504,291.87697762570406,7.564263723073399,0.3333333333333333,0.4375,-0.45454545454545453,0.5
polymer25,"[2, -1, 1, -6, -5, 5, 1, 0, 2, -2, 3, -6, 8, -2, -4, 6, 0, 0, 3, 0]",667.0,12812.54,281.1,17.04,0.16,1.74,3.77,20,0.25,5,8,-6,3.6996621467371855,2.85,8,2.372235232855292,2,2,10,2,1,1.2307692307692308,0.4213250442347432,0.3333333333333333,0.46578947368421053,32.723563826220214,14.468508088818973,289.37016177637946,8.103226128140577,0.5625,0.543859649122807,-0.722488038277512,1.285714285714286
polymer26,"[5, -9, 1, -6, 0, -3, -1, -1, 5, 9, 6, -3, 7, 1, 5, -2, -2, 1, 6]",790.0,12417.63,312.2,19.23,0.16,1.49,3.48,19,1.0,19,9,-9,4.622598950009786,3.8421052631578947,9,2.7580152645418745,3,3,8,3,1,1.8,0.8717797887081347,0.5294117647058824,0.402307137707282,31.545085291678287,18.4691969102591,350.9147412949229,9.159081039606303,0.5555555555555556,0.6301369863013698,-0.5246913580246912,1.25
polymer27,"[-7, 0, -9, -4, 8, 3, 5, -8, 8, -6, -7, 3, 5, -3, 6]",680.0,15009.88,359.26,17.65,0.16,1.91,4.04,15,-0.4,-6,8,-9,5.964338465692012,5.466666666666667,9,2.4184476196289406,3,2,7,3,1,1.5555555555555556,0.6849348892187752,0.46153846153846156,0.24715447154471537,31.58066198971646,20.855485323902364,312.83227985853546,10.052299831605367,0.5,0.4634146341463415,-0.4732142857142857,1.0
polymer28,"[6, 7, 7, 9, 9, -9, -2, 0, 9, 6, -9, -1, 8, -5, 0, 4, 0, -7, -2]",767.0,17667.65,369.4,20.03,0.11,1.83,4.12,19,1.5789473684210527,30,9,-9,6.029015713274773,5.2631578947368425,9,3.337854735938511,5,2,7,5,1,2.0,1.224744871391589,0.5333333333333333,0.35473684210526324,44.75501318025453,25.364004416817952,481.9160839195411,9.729711195284237,0.5625,0.65,-0.37222222222222207,1.2857142857142856
polymer30,"[-5, -6, 3, 9, -5, 5, -4, 0, -5, -7, 0, 2, -9, -2]",796.0,10419.46,386.95,16.67,0.14,1.8,4.09,14,-1.7142857142857142,-24,9,-9,4.919764387920732,4.428571428571429,9,2.744196101756935,2,2,6,2,1,1.5,0.5,0.45454545454545453,0.3479262672811061,26.693785781160663,18.689993145165367,261.6599040323151,5.53932813919447,0.3333333333333333,0.3064516129032258,-0.29230769230769227,0.5
polymer31,"[2, -2, -6, 4, 7, 6, 3, 6, -6, -2, -3, -8]",200.0,11329.46,356.21,15.97,0.1,1.83,4.37,12,0.08333333333333333,1,7,-8,5.024246764994287,4.583333333333333,8,2.0598678490513795,5,4,3,5,1,3.0,1.5811388300841898,0.7272727272727273,0.25,30.65151349085866,15.002625695828607,180.0315083499433,8.827299826722955,0.5,0.509090909090909,-0.2727272727272727,1.0
polymer32,"[-1, -4, -9, 4, 8, 9, 4, -2, -1, 8, -8, 9, -6, -3, 2, -1, -3, -6, -3, 5]",830.0,16818.02,330.9,18.41,0.13,1.8,4.12,20,0.1,2,9,-9,5.5578772926361015,4.8,9,2.8035691537752374,4,4,9,4,1,2.0,1.1832159566199232,0.5263157894736842,0.33125000000000004,40.25537655481534,22.54751451580635,450.95029031612694,10.469459831314222,0.4,0.5104166666666666,-0.40350877192982465,0.6666666666666667
polymer33,"[-8, 5, -2, 9, -1, 4, -1, 2, 3, 9, 4, -2, 8, -8, -2, -4, -7]",830.0,14005.38,370.36,18.71,0.23,1.75,4.07,17,0.5294117647058824,9,9,-8,5.413682524632254,4.647058823529412,9,2.827203491928921,4,4,10,4,1,1.5454545454545454,1.1570838237598051,0.375,0.3410275502606106,34.95976590601546,19.71089814888912,335.08526853111505,10.699555792841096,0.47058823529411764,0.5569620253164557,-0.5347222222222222,0.8888888888888888
polymer34,"[-3, -1, 4, -1, -2, 4, -4, 5, 2, -4, 1, 2, 7, 8, 7]",830.0,11259.11,258.69,17.88,0.14,1.62,3.66,15,1.6666666666666667,25,8,-4,3.944053188733078,3.6666666666666665,8,2.211083193570267,5,2,7,5,1,1.875,1.2686114456365274,0.5,0.3345454545454545,25.0,15.545960631869471,233.18940947804208,5.772617086934185,0.6,0.7272727272727273,-0.607142857142857,1.4999999999999998
polymer35,"[3, 2, -5, 9, 5, 5, -6, -7, -2, 0, 4, 8, 7, 4, 9]",830.0,14605.78,278.04,19.27,0.21,1.89,4.04,15,2.4,36,9,-7,5.148462553682086,5.066666666666666,9,2.5681813712344295,5,3,4,5,1,2.8,1.32664991614216,0.6923076923076923,0.28771929824561404,36.0,19.902106007541565,298.53159011312346,9.37582937475816,0.7142857142857143,0.7368421052631579,-0.49999999999999983,2.5
polymer36,"[-4, -2, 9, -7, 1, 6, 9, 4, 9, -5, -8, -2, 1, 6, 9, -6, -7]",830.0,17406.27,306.41,18.67,0.14,1.87,4.15,17,0.7647058823529411,13,9,-8,6.188503684629369,5.588235294117647,9,2.7665825920717286,5,3,6,5,1,2.4285714285714284,1.2936264483053452,0.625,0.2798761609907121,44.49503421886086,23.643101746462726,401.93272968986633,10.099690084671467,0.5294117647058824,0.5684210526315789,-0.328125,1.125
polymer37,"[4, 0, -6, -6, -3, -7, 7, -1, 2, 1, 7, 9, 4, -2, 9, -7]",830.0,13777.22,373.51,18.23,0.2,1.87,4.01,16,0.6875,11,9,-7,5.4396547454778785,4.6875,9,2.8442650632456883,5,4,7,5,1,1.875,1.5360257159305635,0.5,0.34416666666666673,37.76183770276265,18.277388186096942,292.4382109775511,12.121760643352268,0.5333333333333333,0.5733333333333334,-0.4666666666666667,1.1428571428571428
polymer38,"[-1, 9, 9, 6, 8, 9, -6, -7, 3, -8, -3, -3, -9, 4]",830.0,13726.07,324.5,18.92,0.13,1.91,4.44,14,0.7857142857142857,11,9,-9,6.59197099755855,6.071428571428571,9,2.684992304173215,5,4,5,5,1,2.3333333333333335,1.5986105077709065,0.6153846153846154,0.246218487394958,49.099518154393515,21.364140169304676,299.09796237026546,12.671760525921506,0.5,0.5647058823529412,-0.3846153846153846,1.0
polymer39,"[4, -4, 8, 0, 1, -7, -2, -3, -5, -9, 9, 8, 1, 6, -6]",830.0,13519.97,391.63,17.51,0.15,1.86,4.15,15,0.06666666666666667,1,9,-9,5.674112754920857,4.866666666666666,9,2.9181424837652385,4,5,5,5,1,2.0,1.6035674514745464,0.6153846153846154,0.34337899543379,31.64121420277441,20.603112931998982,309.04669397998475,7.6492965370219705,0.5,0.5068493150684932,-0.4732142857142857,1.0
polymer40,"[-2, 0, -4, 5, -4, 9, 3, -1, 0, -9, 1, 2, -7, 5, -3, -6, -8, 4, 8, 7]",830.0,15994.95,329.48,19.34,0.25,1.84,4.08,20,0.0,0,9,-9,5.244044240850758,4.4,9,2.8530685235374214,3,3,9,3,1,1.5,0.7637626158259734,0.47058823529411764,0.3715909090909091,42.288023210449055,20.717223553273293,414.3444710654659,10.990752851542906,0.5,0.5,-0.4354066985645933,1.0
polymer48,"[0, 9, 6, 6, 4, -7, -6, 9, 9, 7, 9, 4, 9, 1, 8, 0, 6, 2]",783.0,17289.84,251.38,20.55,0.11,1.71,3.93,18,4.222222222222222,76,9,-7,4.8711800481739935,5.666666666666667,9,3.0731814857642963,8,2,2,8,2,4.0,2.449489742783178,0.8666666666666667,0.2995642701525054,76.0,23.47807024918297,422.60526448529345,14.027837230821774,0.875,0.8725490196078431,-0.588235294117647,7.0
